benchmark_category,dataset,score_mean,score_std,time_taken_sum,noise_dataset,reference_dataset
GENERIC,fish-speech/s1-mini/eng,94.82834092127064,0.809694020563807,612.4485273361206,,
GENERIC,whisperspeech/small/eng,94.53541248403974,0.6796704380140803,258.16905188560486,,
GENERIC,qwen3-tts/1.7b-base/eng,93.99124533337503,0.3807728911154226,400.05887722969055,,
GENERIC,styletts2/default/eng,93.86682922635043,0.6352140158728958,403.6390690803528,,
GENERIC,tortoise/default/eng,93.82331368767616,0.40011895289612986,400.86749958992004,,
GENERIC,openvoice/default/eng,92.97697718556968,0.9883886996522648,385.8071403503418,,
GENERIC,indextts/default/eng,92.5500030260766,0.8056765309353162,586.3939642906189,,
GENERIC,f5-tts/v1/eng,92.20201063498949,0.6118379707189892,593.1289057731628,,
GENERIC,gpt-sovits/v4/eng,91.57815835901484,0.4329189299761252,585.0620484352112,,
GENERIC,vibevoice/default/eng,91.08113745146,0.265584902333094,398.2329468727112,,
PROSODY,fish-speech/s1-mini/eng,90.347006773247,4.984766490567767,18.0856716632843,,
PROSODY,whisperspeech/small/eng,89.88204500103326,7.448399078687426,13.767472267150879,,
GENERIC,e2-tts/default/eng,89.25418226794578,0.3762707960790133,610.0066096782684,,
GENERIC,xtts/v2/eng,89.12860459691042,0.8332253804712474,241.4448277950287,,
GENERIC,vevo/vevo1.5/eng,88.41300511231066,0.4202302152321492,394.69630789756775,,
GENERIC,metavoice/default/eng,87.89311787934697,0.17062521301908326,587.5309865474701,,
GENERIC,maskgct/default/eng,87.23061329714018,0.4965141861655433,616.6455085277557,,
GENERIC,voicecraft/giga830m_tts_enhanced/eng,87.18922499233986,0.86064933553527,421.3310127258301,,
OVERALL,fish-speech/s1-mini/eng,86.80379260129486,0.0,1319.722104549408,,
PROSODY,tortoise/default/eng,86.59913746701959,10.137762847920017,20.32634210586548,,
PROSODY,openvoice/default/eng,86.51801358445185,11.578225657701138,17.81920886039734,,
OVERALL,qwen3-tts/1.7b-base/eng,86.46925178283132,0.0,1263.1958301067352,,
GENERIC,hierspeech/v1.1/eng,85.65423357845286,0.14210635653285505,612.8752019405365,,
OVERALL,tortoise/default/eng,85.65150391653931,0.0,1246.72003865242,,
OVERALL,indextts/default/eng,85.28423658235796,0.0,1318.311095714569,,
OVERALL,f5-tts/v1/eng,85.24930064565193,0.0,1286.3377177715302,,
PROSODY,indextts/default/eng,85.20212904217975,11.580248341921749,21.97571301460266,,
OVERALL,styletts2/default/eng,85.01730440995561,0.0,1251.2593410015106,,
INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,84.72418973939341,15.494817718113797,763.2126569747925,,
OVERALL,whisperspeech/small/eng,84.70836037311615,0.0,698.0453178882599,,
GENERIC,recording/default/eng,84.6418039385725,0.7143841061777314,396.99970841407776,,
PROSODY,metavoice/default/eng,84.45478513003765,9.724212484302535,14.497210264205933,,
OVERALL,openvoice/default/eng,84.06737801994583,0.0,1256.5559639930725,,
INTELLIGIBILITY,indextts/default/eng,83.88676180976238,15.762852764794294,644.7545764446259,,
PROSODY,qwen3-tts/1.7b-base/eng,83.84821458023163,12.520298383692543,20.46486473083496,,
PROSODY,f5-tts/v1/eng,83.8059176563438,9.085030130508725,21.91300678253174,,
INTELLIGIBILITY,gpt-sovits/v4/eng,83.6319813672238,12.21354557001858,644.7294478416443,,
INTELLIGIBILITY,xtts/v2/eng,83.58644853116391,13.308693449273312,336.0553421974182,,
INTELLIGIBILITY,vibevoice/default/eng,83.47773515294851,11.903596250767482,729.2606544494629,,
SPEAKER,qwen3-tts/1.7b-base/eng,83.3133574783252,12.438793090425785,79.45943117141724,,
INTELLIGIBILITY,hierspeech/v1.1/eng,83.18838386650992,9.580254937785543,644.8165113925934,,
INTELLIGIBILITY,f5-tts/v1/eng,83.17315971065281,16.209453525144244,613.270525932312,,
PROSODY,styletts2/default/eng,83.11684982305414,12.810340960158246,20.269723176956177,,
OVERALL,vibevoice/default/eng,82.9566910593863,0.0,1205.9031116962433,,
INTELLIGIBILITY,e2-tts/default/eng,82.95230691259285,11.471474701412754,644.6643550395966,,
OVERALL,gpt-sovits/v4/eng,82.7244769309414,0.0,1324.3222756385803,,
INTELLIGIBILITY,styletts2/default/eng,82.44527866704203,20.33214884670987,763.1596801280975,,
INTELLIGIBILITY,maskgct/default/eng,82.24682627111966,11.116715280187902,644.6277780532837,,
OVERALL,e2-tts/default/eng,81.91669589153261,0.0,1369.3888790607452,,
SPEAKER,tortoise/default/eng,81.91515388610424,15.397443904076948,62.47782564163208,,
SPEAKER,f5-tts/v1/eng,81.81611458062159,12.637323340688312,58.02527928352355,,
SPEAKER,fish-speech/s1-mini/eng,81.44016996840284,14.0446385648004,50.429407358169556,,
INTELLIGIBILITY,recording/default/eng,81.22907681818037,10.677217854439595,763.1971762180328,,
OVERALL,vevo/vevo1.5/eng,81.22605845545485,0.0,1235.986051082611,,
INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,80.94044773421061,9.859229042519683,753.9119687080383,,
OVERALL,xtts/v2/eng,80.919930381139,0.0,633.7084834575653,,
SPEAKER,openvoice/default/eng,80.74492540813259,13.683484875405588,52.498520851135254,,
SPEAKER,styletts2/default/eng,80.64025992337585,14.099502005618353,64.19086861610413,,
INTELLIGIBILITY,fish-speech/s1-mini/eng,80.59965274225895,20.753551605143215,638.7584981918335,,
INTELLIGIBILITY,vevo/vevo1.5/eng,80.58918533845517,14.502750387066431,762.9754476547241,,
INTELLIGIBILITY,tortoise/default/eng,80.26841062535726,21.27710500057365,763.0483713150024,,
PROSODY,vibevoice/default/eng,80.11668670350302,18.993212829969984,20.348664045333862,,
SPEAKER,indextts/default/eng,79.49805245141316,15.644697679035078,65.18684196472168,,
PROSODY,gpt-sovits/v4/eng,79.35747267576438,18.21515589350123,21.903334856033325,,
OVERALL,maskgct/default/eng,79.30559806845729,0.0,1382.1390516757965,,
PROSODY,vevo/vevo1.5/eng,78.96137708724115,20.03561677401284,20.613161087036133,,
SPEAKER,whisperspeech/small/eng,78.78367232910287,18.23957466665722,47.50992512702942,,
