subjective_label,objective_source,benchmark_category,n_models,spearman_rank_vs_objective_rank,spearman_rank_vs_objective_rank_p,spearman_rank_vs_score,spearman_rank_vs_score_p,spearman_worth_vs_score,spearman_worth_vs_score_p,pearson_worth_vs_score,pearson_worth_vs_score_p
intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv,OVERALL,18,-0.7523219814241485,0.00031600857312329123,0.7523219814241485,0.00031600857312329123,-0.7523219814241485,0.00031600857312329123,-0.7157541596460356,0.0008371282002895263
intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv,PROSODY,18,-0.6697626418988648,0.0023600851881755407,0.6697626418988648,0.0023600851881755407,-0.6697626418988648,0.0023600851881755407,-0.7292712273771764,0.0005944052132114613
intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv,SPEAKER,18,-0.6821465428276574,0.0018170810177521779,0.6821465428276574,0.0018170810177521779,-0.6821465428276574,0.0018170810177521779,-0.6390799488643016,0.0043000051014494235
sim,Speaker Similarity (wespeaker),Speaker Similarity (wespeaker),18,0.6099071207430341,0.007196658594982003,-0.6099071207430341,0.007196658594982003,0.6099071207430341,0.007196658594982003,0.6219466167225901,0.005853736055892975
sim,UTMOS,UTMOS,18,-0.05056759545923632,0.8420557303322881,0.05056759545923632,0.8420557303322881,-0.05056759545923632,0.8420557303322881,0.021533725263817576,0.9324122465278333
sim,WER (whisper),WER (whisper),18,-0.18885448916408668,0.4529458223784958,0.18885448916408668,0.4529458223784958,-0.18885448916408668,0.4529458223784958,-0.19565494647748444,0.4365303073341632
sim,aggregated_results_sap_very_high_wer__libritts.csv,GENERIC,18,0.038183694530443756,0.8804304907652736,-0.038183694530443756,0.8804304907652736,0.038183694530443756,0.8804304907652736,0.04619247818739921,0.8555789337358304
sim,aggregated_results_sap_very_high_wer__libritts.csv,INTELLIGIBILITY,18,0.3498452012383901,0.1546923218138582,-0.3498452012383901,0.1546923218138582,0.3498452012383901,0.1546923218138582,0.35174085955624607,0.1523166674067406
sim,aggregated_results_sap_very_high_wer__libritts.csv,OVERALL,18,0.1847265221878225,0.4630613329179911,-0.1847265221878225,0.4630613329179911,0.1847265221878225,0.4630613329179911,0.18448514263350552,0.46365632247306765
sim,aggregated_results_sap_very_high_wer__libritts.csv,PROSODY,18,-0.03611971104231166,0.8868532969155285,0.03611971104231166,0.8868532969155285,-0.03611971104231166,0.8868532969155285,-0.030426305197543302,0.9046039826386101
sim,aggregated_results_sap_very_high_wer__libritts.csv,SPEAKER,18,0.2528379772961816,0.31141340050989863,-0.2528379772961816,0.31141340050989863,0.2528379772961816,0.31141340050989863,0.2887041367055133,0.2452825548000368
sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv,GENERIC,18,0.2776057791537668,0.26470972815378374,-0.2776057791537668,0.26470972815378374,0.2776057791537668,0.26470972815378374,0.27576111283572263,0.268028809025451
sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv,INTELLIGIBILITY,18,0.48194014447884415,0.0428358312469992,-0.48194014447884415,0.0428358312469992,0.48194014447884415,0.0428358312469992,0.3859076068072904,0.11371444841703907
sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv,OVERALL,18,0.4489164086687306,0.061657362626140765,-0.4489164086687306,0.061657362626140765,0.4489164086687306,0.061657362626140765,0.38709797788137373,0.11250931590275139
sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv,PROSODY,18,0.41589267285861714,0.08605648033750418,-0.41589267285861714,0.08605648033750418,0.41589267285861714,0.08605648033750418,0.36035058087910066,0.14184226596798621
sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv,SPEAKER,18,0.4757481940144479,0.04597857203121229,-0.4757481940144479,0.04597857203121229,0.4757481940144479,0.04597857203121229,0.404741412497934,0.09569796693299724
