benchmark_category,dataset,score_mean,score_std,time_taken_sum,noise_dataset,reference_dataset
OVERALL,tortoise/default/eng,77.55191639248783,0.0,1010.9455690383911,,
OVERALL,styletts2/default/eng,76.16693060443602,0.0,1018.3757524490356,,
OVERALL,fish-speech/s1-mini/eng,76.04728452742853,0.0,1055.4219682216644,,
OVERALL,whisperspeech/small/eng,75.87144202047392,0.0,539.1175270080566,,
OVERALL,openvoice/default/eng,71.64759479302047,0.0,1025.9764165878296,,
INTELLIGIBILITY,recording/default/eng,87.31907648993509,12.569456167145175,600.8556981086731,,
INTELLIGIBILITY,maskgct/default/eng,85.6852477036158,13.687505593354894,648.9157540798187,,
INTELLIGIBILITY,e2-tts/default/eng,84.1645321601986,13.711220303889673,613.9411418437958,,
INTELLIGIBILITY,hierspeech/v1.1/eng,83.87590239191739,14.560578144422935,648.9569048881531,,
INTELLIGIBILITY,indextts/default/eng,83.65290096277907,12.843853487950152,648.9682171344757,,
INTELLIGIBILITY,vibevoice/default/eng,83.15551746516601,12.257464547274301,568.2522361278534,,
INTELLIGIBILITY,gpt-sovits/v4/eng,83.03912248750628,11.188866903037944,648.8008105754852,,
INTELLIGIBILITY,vevo/vevo1.5/eng,82.17009725181694,12.18082722367174,599.446480512619,,
INTELLIGIBILITY,xtts/v2/eng,81.64371494086808,17.88772991316552,316.97862243652344,,
INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,80.64379024471816,12.057891445912162,599.3961594104767,,
INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,80.52404370022563,13.909664966777598,600.1209316253662,,
INTELLIGIBILITY,f5-tts/v1/eng,80.45936001856579,13.990965402315705,644.1065897941589,,
INTELLIGIBILITY,styletts2/default/eng,73.65123262676597,19.140293267496354,599.6382026672363,,
INTELLIGIBILITY,tortoise/default/eng,71.65750470220922,22.868285234425684,599.4918236732483,,
INTELLIGIBILITY,fish-speech/s1-mini/eng,70.69811748041084,14.529726247922346,647.4737462997437,,
INTELLIGIBILITY,metavoice/default/eng,69.86392994194875,0.12297844444391647,644.051007270813,,
INTELLIGIBILITY,whisperspeech/small/eng,61.63470726898744,9.254627690931967,353.1440541744232,,
INTELLIGIBILITY,openvoice/default/eng,59.54256154891396,25.51215524220926,639.3723542690277,,
GENERIC,recording/default/eng,96.23025332377021,1.079373444858127,365.7106101512909,,
GENERIC,maskgct/default/eng,93.17534373774764,1.0353209911660692,354.1374680995941,,
GENERIC,vibevoice/default/eng,92.60208859561003,1.3532434810703369,354.7471604347229,,
GENERIC,voicecraft/giga830m_tts_enhanced/eng,91.39144607749523,1.8534626369881064,356.53111934661865,,
GENERIC,e2-tts/default/eng,91.29611903147963,0.7916556926430028,351.74696350097656,,
GENERIC,metavoice/default/eng,88.99254776112794,2.701207634761636,354.25870966911316,,
GENERIC,vevo/vevo1.5/eng,88.91462866948177,1.2247324562824307,361.9985382556915,,
GENERIC,indextts/default/eng,88.55547047695478,0.23229382276207874,354.3469274044037,,
GENERIC,xtts/v2/eng,87.91457517626702,0.6145828277325815,134.61055898666382,,
GENERIC,hierspeech/v1.1/eng,87.76837710132611,0.9620365681980484,358.04751896858215,,
GENERIC,gpt-sovits/v4/eng,86.38384318196012,0.48228637650110295,354.14390301704407,,
GENERIC,f5-tts/v1/eng,85.95603032797403,0.2887195285957476,358.06875133514404,,
GENERIC,qwen3-tts/1.7b-base/eng,84.78854901409846,0.6693701582516373,361.43733048439026,,
GENERIC,whisperspeech/small/eng,84.12491873096927,1.7777691547661216,166.61393404006958,,
GENERIC,tortoise/default/eng,83.537899682636,1.1479520209346212,361.9941053390503,,
GENERIC,fish-speech/s1-mini/eng,80.09389380269681,0.5980133068747584,354.61299753189087,,
GENERIC,styletts2/default/eng,77.16931908907557,1.0106016563534639,365.4712314605713,,
GENERIC,openvoice/default/eng,75.3337324532614,1.3657444019310123,332.7645528316498,,
