benchmark_category,dataset,score_mean,score_std,time_taken_sum,noise_dataset,reference_dataset
SPEAKER,recording/default/eng,92.38935767894709,7.80873281111052,372.80906438827515,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,e2-tts/default/eng,91.67343696018781,7.351605631648264,300.44410490989685,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,maskgct/default/eng,90.97669589449418,8.526762921359389,317.99184131622314,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,vevo/vevo1.5/eng,90.78957491393707,7.6813773480331315,285.18427085876465,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,gpt-sovits/v4/eng,90.24495023767378,8.031094447703563,234.74073219299316,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,indextts/default/eng,89.81491031749482,7.458275065347074,205.98629808425903,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,vibevoice/default/eng,89.50504999244232,7.6361289645800134,271.8260455131531,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,f5-tts/v1/eng,88.92343519877329,8.888802751424908,197.97643733024597,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,qwen3-tts/1.7b-base/eng,88.11843236577113,9.451550940242416,231.734393119812,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,voicecraft/giga830m_tts_enhanced/eng,87.66827835578903,8.681627345550973,265.4976086616516,"noise_all_ones, noise_uniform_distribution","sap_readable_01, sap_readable_01"
SPEAKER,whisperspeech/small/eng,87.24905292045038,7.218098069991246,160.28955340385437,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,tortoise/default/eng,87.2326251942844,9.403080135575708,170.13945198059082,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,hierspeech/v1.1/eng,87.11894701993282,9.265846109889294,279.14667296409607,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,xtts/v2/eng,86.57081963750883,9.615851838419106,274.5066771507263,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,fish-speech/s1-mini/eng,86.08781764105106,9.625690507979593,161.09726810455322,"noise_all_ones, noise_uniform_distribution","sap_readable_01, sap_readable_01"
SPEAKER,metavoice/default/eng,85.9352648891777,9.113084463376959,180.5276074409485,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,styletts2/default/eng,84.77496733372827,11.087864235713011,168.28133082389832,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
SPEAKER,openvoice/default/eng,81.84172692717779,11.398671912046543,136.11678099632263,"noise_all_ones, noise_normal_distribution","sap_readable_01, sap_readable_01"
PROSODY,recording/default/eng,94.56898364940939,4.197683215667982,296.3047788143158,"noise_uniform_distribution, noise_normal_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
PROSODY,hierspeech/v1.1/eng,89.80799782715157,8.272775864286201,394.7408788204193,"noise_uniform_distribution, noise_normal_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
PROSODY,e2-tts/default/eng,88.23271623691896,12.018002951193983,433.5646433830261,"noise_uniform_distribution, noise_normal_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
PROSODY,maskgct/default/eng,87.79493179625463,8.690609313614129,438.25457644462585,"noise_uniform_distribution, noise_normal_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
PROSODY,voicecraft/giga830m_tts_enhanced/eng,87.22072072718687,10.226772616813394,286.005211353302,"noise_uniform_distribution, noise_normal_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
PROSODY,vibevoice/default/eng,86.63506384596239,10.431658100869946,302.187775850296,"noise_uniform_distribution, noise_normal_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
PROSODY,gpt-sovits/v4/eng,86.44567670964393,10.9826026054709,322.55094957351685,"noise_uniform_distribution, noise_uniform_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
PROSODY,qwen3-tts/1.7b-base/eng,84.16566760350635,13.624352308498093,319.6445813179016,"noise_uniform_distribution, noise_normal_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
PROSODY,f5-tts/v1/eng,82.92865591982739,15.29953605086253,284.85753822326654,"noise_uniform_distribution, noise_normal_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
PROSODY,indextts/default/eng,82.62104943691507,13.844560863735115,305.71911692619324,"noise_uniform_distribution, noise_normal_distribution, noise_all_ones","sap_readable_01, sap_readable_01, sap_readable_01"
