benchmark_category,dataset,score_mean,score_std,time_taken_sum,noise_dataset,reference_dataset
GENERIC,styletts2/default/eng,91.6722600994197,1.2299165752391839,394.42413544654846,,
GENERIC,fish-speech/s1-mini/eng,91.45862653061556,1.111163622056676,382.3746974468231,,
GENERIC,qwen3-tts/1.7b-base/eng,91.22657362507216,0.624259626683378,393.95538425445557,,
GENERIC,openvoice/default/eng,90.56905114726167,1.423493921101526,366.83509159088135,,
GENERIC,f5-tts/v1/eng,89.40683625325805,1.1435574823669852,397.82482743263245,,
GENERIC,tortoise/default/eng,89.24489530996084,0.5504037831557932,401.6982970237732,,
GENERIC,gpt-sovits/v4/eng,88.46382878181174,0.694868556415204,402.3798637390137,,
GENERIC,indextts/default/eng,87.93387668565039,1.326313324007956,412.2882716655731,,
GENERIC,whisperspeech/small/eng,87.49678084759371,1.3854345440038451,248.86136531829834,,
GENERIC,e2-tts/default/eng,86.54948240782323,0.7695405082512413,412.17086267471313,,
GENERIC,xtts/v2/eng,86.17940684453468,1.1518468638517345,156.7348177433014,,
PROSODY,whisperspeech/small/eng,85.46543342966919,7.403597236255141,90.2419707775116,,
GENERIC,vibevoice/default/eng,85.45896071126003,0.5505380498600851,401.47461342811584,,
GENERIC,voicecraft/giga830m_tts_enhanced/eng,84.98729680008148,0.6871143187675234,366.75120115280146,,
GENERIC,maskgct/default/eng,83.58157800125157,0.6968721449450948,412.17838621139526,,
OVERALL,qwen3-tts/1.7b-base/eng,82.80783355722576,0.0,1296.982680797577,,
INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,82.61854348141247,13.740980661757325,669.9957189559937,,
PROSODY,fish-speech/s1-mini/eng,82.59166725626412,8.76572576179749,119.79123759269714,,
GENERIC,vevo/vevo1.5/eng,82.4544664836593,0.9611118606602275,397.75350880622864,,
INTELLIGIBILITY,styletts2/default/eng,82.1176012203818,17.83449968418688,638.3387348651886,,
GENERIC,hierspeech/v1.1/eng,81.52235603133254,0.4204092895180168,412.2913203239441,,
INTELLIGIBILITY,indextts/default/eng,81.47303885813511,13.189397616098796,672.2405388355255,,
INTELLIGIBILITY,gpt-sovits/v4/eng,81.32893070401514,10.304348020799628,672.1944460868835,,
PROSODY,openvoice/default/eng,81.29334155408618,12.612753387491773,94.6223452091217,,
OVERALL,styletts2/default/eng,81.19489578641327,0.0,1184.8254351615906,,
OVERALL,fish-speech/s1-mini/eng,81.09149730551357,0.0,1169.138661623001,,
INTELLIGIBILITY,xtts/v2/eng,80.81288795731095,12.81827639281909,392.7874083518982,,
INTELLIGIBILITY,f5-tts/v1/eng,80.5235562531777,13.163894650478074,667.0797710418701,,
INTELLIGIBILITY,hierspeech/v1.1/eng,80.41021564056061,10.050741946555675,672.0968809127808,,
GENERIC,metavoice/default/eng,80.31561481439034,0.28134998906872194,407.87450766563416,,
OVERALL,f5-tts/v1/eng,79.85172917733055,0.0,1250.1662855148315,,
PROSODY,qwen3-tts/1.7b-base/eng,79.81285319615066,12.409081758755656,178.64412713050842,,
PROSODY,styletts2/default/eng,79.78216377575322,11.36477220734386,115.64530420303345,,
PROSODY,tortoise/default/eng,79.77030588884341,11.415359842825598,104.48356890678406,,
INTELLIGIBILITY,vibevoice/default/eng,79.69656153002349,9.216410402254208,669.7863657474518,,
OVERALL,openvoice/default/eng,79.49079404884155,0.0,1198.9440836906433,,
OVERALL,tortoise/default/eng,79.28941896381247,0.0,1210.3381004333496,,
INTELLIGIBILITY,e2-tts/default/eng,79.18035288746486,11.112273307924308,672.2387065887451,,
GENERIC,recording/default/eng,79.03589664639014,1.2939001814646134,274.6419641971588,,
INTELLIGIBILITY,fish-speech/s1-mini/eng,78.53817385735987,15.242207347384264,640.3431301116943,,
OVERALL,indextts/default/eng,78.08550758839029,0.0,1285.7748339176178,,
INTELLIGIBILITY,maskgct/default/eng,78.05219902019641,10.932044590729326,672.0298326015472,,
OVERALL,whisperspeech/small/eng,77.77358533280041,0.0,798.4305152893066,,
SPEAKER,qwen3-tts/1.7b-base/eng,77.57336392626777,15.38717644239233,54.38745045661926,,
INTELLIGIBILITY,recording/default/eng,77.22937439800934,9.651516105002381,669.9633700847626,,
INTELLIGIBILITY,vevo/vevo1.5/eng,77.05264572728987,9.927455633858665,663.3434216976166,,
